"tipo_producto","marca","nombre_comercial","denominacion_venta","rnpa",""
"29","Albaclara","No registra","Dulce de leche repostero -Libre de gluten","23036905",""
"29","Choromoro","Choromoro","Dulce de leche. Libre de gluten","23037470",""
"29","Choromoro","No registra","Dulce de leche - Libre de gluten","23037470",""
"38","Desa","Desa","Lentejas. Libre de gluten ","23039905",""
"38","Desa","Desa","Poroto alubia. Libre de gluten ","23039906",""
"38","Desa","Desa","Poroto negro. Libre de gluten ","23039907",""
"38","Desa","Desa","Garbanzo. Libre de gluten ","23039908",""
"38","Desa","No registra","Poroto pallares - Libre de gluten ","23039888",""
"38","Desa","No registra","Poroto bolita - Libre de gluten ","23039889",""
"38","Desa","No registra","Soja - Libre de gluten ","23039890",""
"38","Desa","No registra","Arvejas partidas - Libre de gluten ","23039891",""
"38","Natucer","No registra","Lentejas - Libre de gluten ","23039898",""
"38","Natucer","No registra","Poroto alubia - Libre de gluten ","23039899",""
"38","Natucer","No registra","Poroto pallares - Libre de gluten ","23039900",""
"38","Natucer","No registra","Poroto bolita - Libre de gluten ","23039901",""
"38","Natucer","No registra","Poroto negro - Libre de gluten ","23039902",""
"39","Calsa","Amasa Fácil","Levadura prensada aditivada con L-cisteína - Libre de gluten","23038494",""
"39","Calsa","Calsa","Levadura prensada familiar. Libre de gluten","23035704",""
"39","Calsa","Calsa","Levadura fluida (crema). Libre de gluten","23036211",""
"39","Duquesa","Duquesa","Levadura prensada - Libre de gluten","23028548",""
"39","Fermolac","Fermolac","Levadura prensada. Libre de gluten","23032794",""
"39","Fleischmann","Fleischmann","Levadura seca instantánea - Libre de gluten (para masa dulce)","23036655",""
"39","Fleischmann","Fleischmann","Levadura seca instantánea - Libre de gluten (para masa salada)","23036656",""
"39","Fleischmann Mauripan","Fleischmann Mauripan","Levadura seca instantánea. Libre de gluten (para masa salada)","23040002",""
"39","Fleischmann Mauripan","Fleischmann Mauripan","Levadura seca instantánea. Libre de gluten (para masa dulce)","23040003",""
"39","Leudex","No registra","Levadura prensada. Libre de gluten","23021422",""
"39","Mauripán","Mauripán","Levadura seca instantánea - Libre de gluten (para masa dulce)","23036848",""
"39","Mauripán","Mauripán","Levadura seca instantánea - Libre de gluten (para masa salada)","23036849",""
"39","Mi pan","Mi pan","Levadura seca instantánea. Libre de gluten","23037576",""
"39","Virgen","Virgen","Levadura prensada. Libre de gluten ","23032795",""
"39","Virgen","Virgen","Levadura de cerveza en polvo. Libre de gluten","23034972",""
"46","Arcor","Arcor","Crocante de almendras. Libre de gluten ","23034841",""
"46","Arcor","Arcor","Turrón de almendras con yema. Libre de gluten ","23034844",""
"46","Arcor","Arcor","Crocante de castañas de Cajú. Libre de gluten ","23035604",""
"46","Arcor","Arcor","Turrón de maní con dulce de leche y yema. Libre de gluten ","23036157",""
"46","Arcor","No registra","Turrón de maní - Libre de gluten","23030818",""
"46","Arcor","No registra","Turrón de maní con frutas - Libre de gluten","23030873",""
"46","Arcor","No registra","Turrón  de almendras tipo alicante (clase A) - Libre de gluten","23034580",""
"46","Arcor","No registra","Crocante de maní - Libre de gluten","23034581",""
"46","Arcor","No registra","Torta de maní - Libre de gluten","23035102",""
"46","Arcor","No registra","Turrón de maní con frutas y yema - Libre de gluten","23036156",""
"46","Arcor","No registra","Turrón de maní sabor a miel - Libre de gluten","23039318",""
"46","Arcor","Turrón de maní extra blando","Turrón de maní - Libre de gluten - Sin TACC","23040157",""
"46","La Infanta","La Infanta","Torta de almendras - Libre de gluten ","23037052",""
"46","La Infanta","No registra","Turrón tipo Alicante (clase A). Libre de gluten","23037053",""
"46","Misky","Garrapiñadas de maní","Maníes garrapiñados - Libre de gluten","23040511",""
"46","Misky","No registra","Tableta con maní - Libre de gluten","23036126",""
"46","Noel ","No registra","Tableta con maní - Libre de gluten","23036124",""
"50","Celusal Light","Celusal Light","Sal fina modificada 66% menos de sodio que la sal de mesa- libre de gluten- Sin TACC","23034192",""
"50","Genser","Genser","Sal dietética baja en sodio- libre de gluten- Sin TACC","23040809",""
"50","Genser Alimentos Saludables ","Clásica","Sal fina modificada en sodio libre de gluten. Sin T.A.C.C. - 66% menos de sodio que la sal de mesa","23039244",""
"50","Genser Alimentos Saludables ","Sport","Sal fina modificada en sodio libre de gluten. Sin T.A.C.C. - 43 % menos de sodio que la sal de mesa","23039245",""
"53","Virgen","No registra","Alimento a base de levadura de cerveza en polvo sabor queso - Libre de gluten","23034973",""
"56","Albaclara","Albaclara","Yogur entero endulzado sabor frutilla - Libre de gluten","23040657",""
"56","Albaclara","Albaclara","Yogur entero endulzado sabor a vainilla. Libre de gluten - Sin TACC ","23040843",""
"21","Tío Carlos","Tío Carlos","Arroz glaseado tipo largo ancho doble carolina calidad 00000 libre de gluten sin TACC","025/080000027-7/002",""
"21","Tío Carlos","Tío Carlos","Arroz glaseado tipo largo fino calidad 00000 libre de gluten sin TACC","025/080000027-7/004",""
"21","Jumbo Más calidad","No registra","Arroz pulido tipo grano largo fino calidad 00000. Libre de gluten","025/080000604-3-7/059",""
"21","Jumbo Más calidad","No registra","Arroz parboil tipo grano largo fino calidad 00000 libre de gluten","025/080000604-3-7/060",""
"13","Tang","No registra","Polvo para preparar bebida analcohólica artificial dietética de bajas calorías fortificada con vitamina C sabor a ananá libre de gluten sin TACC","19010607",""
"48","Royal","Mousse sabor a dulce de leche","Polvo para preparar postre tipo mousse dietético sabor a dulce de leche 35% reducido en azúcares aromatizado artificialmente libre de gluten sin TACC","19009664",""
"9","Hileret terroncitos","Hileret terroncitos de azúcar","Azúcar blanco de primera calidad en pancitos libre de gluten","19009789",""
"42","Masseube","No registra","Dulce de zarzamora light - Libre de gluten","7004453",""
"13","Sierra de los Padres","No registra","Bebida sin alcohol con 10% de jugo de pomelo y vitaminas B3, B5 y B6 - sabor pomelo blanco. Libre de gluten","02-565608",""
"26","Masseube","No registra","Frambuesas - Libre de gluten","7004449",""
"26","Masseube","No registra","Cerezas - Libre de gluten","7004450",""
"26","Masseube","No registra","Cassis - Libre de gluten","7004451",""
"33","Patagonia sin TACC","No registra","Galletitas dulces con chips de chocolate - Libre de gluten","7004969",""
"33","Patagonia sin TACC","No registra","Galletitas dulces de limón - Libre de gluten","7004970",""
"33","Patagonia sin TACC","No registra","Galletitas dulces de coco - Libre de gluten","7004971",""
"13","Masseube","No registra","Jugo azucarado de frambuesa, arándano, mora y frutilla pasteurizado - Libre de gluten","7004992",""
"42","Masseube","No registra","Dulce de arándano - Libre de gluten","7004472",""
"42","Masseube","No registra","Dulce de damasco - Libre de gluten","7004468",""
"26","Masseube","No registra","Arándanos - Libre de gluten","7004452",""
"13","Masseube","No registra","Jugo azucarado de arándano pasteurizado - Libre de gluten","7004993",""
"42","Masseube","No registra","Dulce de rosa mosqueta light - Libre de gluten","7004454",""
"13","Masseube","No registra","Jugo azucarado de frutilla pasteurizado - Libre de gluten","7005049",""
"13","Masseube","No registra","Jugo azucarado de frutilla pasteurizado - Libre de gluten","7005050",""
"42","Masseube","No registra","Dulce de sauco, frutilla, frambuesa, mora, grosella y cassis - Libre de gluten","7004455",""
"42","Masseube","No registra","Dulce de frutilla light - Libre de gluten","7004456",""
"42","Masseube","No registra","Dulce de frambuesa light - Libre de gluten","7004457",""
"42","Masseube","No registra","Dulce de arándanos light - Libre de gluten","7004458",""
"42","Masseube","No registra","Dulce de naranja light - Libre de gluten","7004461",""
"42","Cuyén for Le Pain","No registra","Mermelada de frambuesa - Libre de gluten","7005436",""
"42","Masseube","No registra","Dulce de durazno - Libre de glutenj","7004464",""
"42","Masseube","No registra","Dulce de calafate - Libre de gluten","7004465",""
"42","Cuyén for Le Pain","No registra","Mermelada de cassis - Libre de gluten","7005437",""
"42","Masseube","No registra","Dulce de cassis - Libre de gluten","7004467",""
"42","Cuyén for Le Pain","No registra","Mermelada de mora - Libre de gluten","7005438",""
"29","Masseube","No registra","Dulce de leche - Libre de gluten","7004663",""
"42","Cuyén for Le Pain","No registra","Mermelada de rosa mosqueta - Libre de gluten","7005439",""
"42","Patagonia Berries","No registra","Dulce de frambuesa light - Libre de gluten","7004796",""
"42","Cuyén for Le Pain","No registra","Mermelada de mora, frambuesa, frutilla, grosella y cassis endulzada con mosto de uva concentrado - Libre de gluten","7005440",""
"42","Patagonia Berries","No registra","Dulce de arándanos light - Libre de gluten","7004797",""
"42","Patagonia Berries","No registra","Dulce frambuesa, grosella, corinto, arándano y frutilla light - Libre de gluten","7004798",""
"42","Patagonia Berries","No registra","Dulce de rosa mosqueta light - Libre de gluten","7004799",""
"26","Cuyén for Le Pain","No registra","Mora, frambuesa, grosella y cassis pasteurizadas - Libre de gluten","7005441",""
"42","Patagonia Berries","No registra","Dulce de zarzamora light - Libre de gluten","7004800",""
"42","Patagonia Berries","No registra","Dulce de frutilla light - Libre de gluten","7004801",""
"26","Cuyén for Le Pain","No registra","Frambuesas pasteurizadas - Libre de gluten","7005442",""
"26","Cuyén for Le Pain","No registra","Moras pasteurizadas - Libre de gluten","7005443",""
"42","Masseube","No registra","Dulce de frambuesa, zarzamora, cassis, corinto y grosellas  Pasteurizada - Libre de gluten","7004819",""
"26","Cuyén for Le Pain","No registra","Arándanos pasteurizados - ","7005444",""
"43","Patagonia Sin TACC","No registra","Pre-pizza congelada","7004944",""
"43","Patagonia Sin TACC","No registra","Pan congelado - Libre de gluten","7004945",""
"47","Patagonia Sin TACC","No registra","Budín de vainilla - Libre de gluten","7004946",""
"4","Patagonia Sin TACC","No registra","Alfajor de fécula de maíz con dulce de leche bañado - Libre de gluten","7004962",""
"42","Masseube","No registra","Dulce de manzana con romero y canela - Libre de gluten","7005445",""
"20","Udi's","Granola Original Simple","Copos de avena, miel y frutas secas. Libre de gluten","520013",""
"21","Gallo Thasmin","No registra","Arroz aromático pulido tipo largo fino calidad 00000 libre de gluten","025/080000442-7/017",""
"22","Bel","No registra","Bombón sabor frutilla con cobertura sabor chocolate libre de gluten sin TACC","27-21-086513",""
"22","Bel","No registra","Bombón sabor leche condensada con cobertura sabor chocolate libre de gluten sin TACC","27-21-086517",""
"13","Delifru","No registra","Bebida sin alcohol con 52% de jugo de naranja","18005790",""
"13","Delifru","No registra","Bebida sin alcohol con 52% de jugo de pomelo rosado","18005838",""
"13","Delifru","No registra","Bebida sin alcohol con 52% de jugo de manzana","18005840",""
"13","Delifru","No registra","Bebida sin alcohol con 15% de jugo de naranja, 15% de jugo de mandarina, 10% de jugo de manzana, 10% de jugo y pulpa de banana y 2% de pulpa y jugo de frutilla","18006269",""
"22","Bel","No registra","Bombones rellenos surtidos con cobertura sabor chocolate. Libre de gluten","27-21-037978",""
"18","Fini","No registra","Caramelo de gelatina aireado sabor vainilla. Libre de gluten sin TACC","27-21-041271",""
"18","Yogurte 100","No registra","Chupetín masticable sabor natural a yogurt libre de gluten sin TACC","27-21-088228",""
"25","Granja Benedetti - Paté","No registra","Pasta de hígado - libre de gluten","13031372",""
"31","El Artesano","Cuyano","Chorizos frescos – Libre de gluten","13041762",""
"31","Granja Benedetti","Copetín al jerez","Chorizo fresco - Libre de gluten","13031211",""
"31","Granja Benedetti","Tipo español","Chorizo fresco - Libre de gluten","13031208",""
"56","Cremigal","Yogur bebible entero sabor frutas tropicales, artificalmente aromatizado","Yogur endulzado entero sabor a frutas tropicales bebible. Libre de gluten","025/08000161/028",""
"21","Don Ernesto","Don Ernesto","Arroz integral tipo grano largo fino - Libre de gluten sin TACC","6002640",""
"21","Don Ernesto","Don Ernesto","Harina de arroz - Libre de gluten sin TACC","6002649",""
"27","Puntero","No registra","Arvejas secas remojadas libre de gluten","3000593",""
"18","Rollos Mogul Arcor","No registra","Pastillas de goma fantasía con sabores a frutas. Libre de gluten. Sin TACC","3000351",""
"42","Masseube","No registra","Dulce de durazno y corinto - Libre de gluten","7005446",""
"42","Masseube","No registra","Dulce de arándano y membrillo - Libre de gluten","7005447",""
"42","Masseube","No registra","Dulce de frambuesa y tomate - Libre de gluten","7005448",""
"42","Masseube","No registra","Dulce de durazno y naranja - Libre de gluten","7005449",""
"42","Masseube","No registra","Dulce de frutilla con aceto balsámico - Libre de gluten","7005450",""
"42","Cuyén ","No registra","Confitura de mora, frambuesa, frutilla, grosella y cassis endulzado con mosto de uva concentrado - Libre de gluten","7005495",""
"42","Cuyén ","No registra","Confitura de frambuesa endulzada con mosto de uva concentrado","7005496",""
"42","Cuyén ","No registra","Confitura de frutilla endulzada con mosto de uva concentrado - Libre de gluten","7005497",""
"42","Cuyén ","No registra","Confitura de rosa mosqueta endulzada con mosto de uva concentrado - Libre de gluten","7005498",""
"42","Fruta&Fruta","No registra","Dulce de damasco light - Libre de gluten","7005522",""
"42","Fruta&Fruta","No registra","Dulce de durazno light - Libre de gluten","7005523",""
"42","Fruta&Fruta","No registra","Dulce de durazno light - Libre de gluten","7005524",""
"42","Fruta&Fruta","No registra","Dulce de naranja light - Libre de gluten","7005525",""
"18","Flynn Paff - Georgalos","Fresh","Caramelos masticables con sabor a mandarina-limón. Libre de gluten","4063470",""
"18","Flynn Paff - Georgalos","XXL","Caramelos masticables con sabor a tutti frutti. Libre de gluten","4063492",""
"51","Vanoli","Receta campesina","Salsa napolitana libre de gluten","4046974",""
"51","Vanoli","Receta campesina","Salsa portuguesa libre de gluten","4046975",""
"27","Vanoli","No registra","Pepinillos en vinagre de alcohol libre de gluten","4058534",""
"27","Vanoli","No registra","Pasta de aceitunas negras libre de gluten","4058535",""
